107.5,259.52,64.78,57.84
102.0,262.19,68.36,59.70
107.2,259.52,64.98,57.88
105.2,262.19,66.24,59.29
105.2,259.52,66.25,58.76
108.7,262.19,64.14,58.25
92.0,259.52,64.91,57.96
120.8,262.19,65.94,58.81
90.9,259.52,65.64,58.27
107.5,262.19,64.89,58.67
93.9,259.52,63.60,56.87
122.3,262.19,65.20,58.98
108.1,259.52,64.29,57.52
92.4,262.19,64.58,57.82
124.8,259.52,63.81,57.75
90.4,262.19,66.16,60.91
108.3,259.52,64.28,58.46
90.0,262.22,66.36,58.50
119.1,259.55,66.92,60.57
108.3,262.22,64.33,57.67
104.0,259.55,67.05,60.59
90.5,262.22,65.97,58.01
122.7,259.55,64.95,59.18
108.4,262.22,64.29,57.45
105.2,259.55,66.30,59.79
95.3,262.22,62.34,56.72
106.1,259.55,65.55,56.41
89.2,262.22,66.95,57.55
102.4,259.55,68.04,57.20
92.8,262.22,64.33,57.35
101.8,259.55,68.46,57.83
91.8,262.22,64.94,57.56
107.8,259.55,64.60,56.49
114.8,262.22,69.33,58.66
91.5,259.55,65.20,57.48
105.4,262.22,65.98,57.72
103.3,259.55,67.43,57.72
88.7,262.22,67.43,57.53
103.2,259.55,67.54,58.69
108.9,262.22,63.98,57.77
102.9,259.55,67.78,59.16
105.9,262.22,65.78,58.43
104.1,259.55,66.94,57.94
92.0,262.22,64.83,57.47
102.8,259.55,67.82,58.93
105.7,262.22,65.86,58.28
103.3,259.55,67.48,58.79
107.2,262.22,65.01,57.80
88.1,259.55,67.83,58.14
106.7,262.22,65.31,57.97
103.0,259.55,67.70,59.20
107.7,262.22,64.59,57.25
87.2,259.55,68.44,58.57
115.3,262.22,77.83,69.60
91.6,259.55,76.18,69.82
113.3,262.22,70.34,64.23
106.0,259.55,65.69,59.13
106.1,262.22,65.73,59.67
91.6,259.55,65.18,58.98
123.9,262.22,64.32,58.19
107.6,259.55,64.70,59.16
109.2,262.22,63.86,58.33
91.3,259.55,65.41,58.63
109.7,262.22,63.57,58.18
108.8,259.55,63.97,57.65
104.6,262.22,66.46,59.24
106.7,259.55,65.25,58.45
94.2,262.22,63.33,57.39
122.9,259.55,64.85,59.13
92.9,262.22,64.03,57.82
106.7,259.55,65.27,57.53
105.4,262.22,66.18,57.19
90.6,259.55,65.92,58.60
103.4,262.22,67.42,58.21
106.0,259.55,65.75,58.02
103.8,262.22,67.20,57.22
90.4,259.55,66.05,58.51
104.2,262.22,66.91,57.93
105.9,259.55,65.80,58.07
102.9,262.22,67.77,59.32
103.6,259.55,67.19,59.72
109.0,262.22,63.91,57.22
87.9,259.55,68.05,59.41
107.0,262.22,65.02,58.02
89.8,259.56,66.49,58.66
104.4,262.23,66.77,57.81
105.4,259.56,66.06,58.65
89.6,262.23,66.74,57.73
105.7,259.56,65.88,58.26
104.2,262.23,66.92,58.91
104.4,259.56,66.71,58.88
